sample_id,read1,read2
ibk63,/work/samodha/sachin/ShotgunM/Final_Analysis/data/combined_data/day1_25healthy_25infected/ibk_63_1.fq.gz,/work/samodha/sachin/ShotgunM/Final_Analysis/data/combined_data/day1_25healthy_25infected/ibk_63_2.fq.gz
